Zone code,Region/Countries/Area,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
20,Andorra,1995,Balance imports/exports (millions of US dollars),G,,-978,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
20,Andorra,2005,Balance imports/exports (millions of US dollars),G,,"-1,653",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
20,Andorra,2010,Balance imports/exports (millions of US dollars),G,,"-1,448",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
20,Andorra,2015,Balance imports/exports (millions of US dollars),G,,"-1,204",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
20,Andorra,2020,Balance imports/exports (millions of US dollars),G,,"-1,328",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
20,Andorra,2021,Balance imports/exports (millions of US dollars),G,,"-1,400",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
20,Andorra,2022,Balance imports/exports (millions of US dollars),G,,"-1,478",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,1995,Imports CIF (millions of US dollars),S,,"1,466",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2005,Imports CIF (millions of US dollars),S,,"8,321",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2010,Imports CIF (millions of US dollars),S,,"18,143",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2015,Imports CIF (millions of US dollars),S,,"21,549",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2020,Imports CIF (millions of US dollars),S,,"9,338",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2021,Imports CIF (millions of US dollars),S,,"11,379",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2022,Imports CIF (millions of US dollars),S,,"17,803",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,1995,Exports FOB (millions of US dollars),S,,"3,592",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2005,Exports FOB (millions of US dollars),S,,"23,835",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2010,Exports FOB (millions of US dollars),S,,"52,612",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2015,Exports FOB (millions of US dollars),S,,"33,925",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2020,Exports FOB (millions of US dollars),S,,"22,135",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2021,Exports FOB (millions of US dollars),S,,"34,472",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2022,Exports FOB (millions of US dollars),S,,"51,275",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,1995,Balance imports/exports (millions of US dollars),S,,"2,126",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2005,Balance imports/exports (millions of US dollars),S,,"15,514",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2010,Balance imports/exports (millions of US dollars),S,,"34,469",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2015,Balance imports/exports (millions of US dollars),S,,"12,376",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2020,Balance imports/exports (millions of US dollars),S,,"12,797",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2021,Balance imports/exports (millions of US dollars),S,,"23,093",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
24,Angola,2022,Balance imports/exports (millions of US dollars),S,,"33,472",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,1995,Imports CIF (millions of US dollars),G,,53,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2005,Imports CIF (millions of US dollars),G,,133,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2010,Imports CIF (millions of US dollars),G,,149,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2015,Imports CIF (millions of US dollars),G,,204,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2020,Imports CIF (millions of US dollars),G,,684,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2021,Imports CIF (millions of US dollars),G,,813,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2022,Imports CIF (millions of US dollars),G,,853,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,1995,Exports FOB (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2005,Exports FOB (millions of US dollars),G,,7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2010,Exports FOB (millions of US dollars),G,,12,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2015,Exports FOB (millions of US dollars),G,,11,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2020,Exports FOB (millions of US dollars),G,,43,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2021,Exports FOB (millions of US dollars),G,,35,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2022,Exports FOB (millions of US dollars),G,,37,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,1995,Balance imports/exports (millions of US dollars),G,,-52,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2005,Balance imports/exports (millions of US dollars),G,,-126,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2010,Balance imports/exports (millions of US dollars),G,,-137,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2015,Balance imports/exports (millions of US dollars),G,,-193,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2020,Balance imports/exports (millions of US dollars),G,,-642,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2021,Balance imports/exports (millions of US dollars),G,,-778,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
660,Anguilla,2022,Balance imports/exports (millions of US dollars),G,,-817,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,1995,Imports CIF (millions of US dollars),G,,344,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2005,Imports CIF (millions of US dollars),G,,525,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2010,Imports CIF (millions of US dollars),G,,501,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2015,Imports CIF (millions of US dollars),G,,465,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2020,Imports CIF (millions of US dollars),G,,542,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2021,Imports CIF (millions of US dollars),G,,716,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2022,Imports CIF (millions of US dollars),G,,"1,105",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,1995,Exports FOB (millions of US dollars),G,,53,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2005,Exports FOB (millions of US dollars),G,,121,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2010,Exports FOB (millions of US dollars),G,,35,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2015,Exports FOB (millions of US dollars),G,,26,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2020,Exports FOB (millions of US dollars),G,,1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2021,Exports FOB (millions of US dollars),G,,33,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2022,Exports FOB (millions of US dollars),G,,"2,085",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,1995,Balance imports/exports (millions of US dollars),G,,-291,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2005,Balance imports/exports (millions of US dollars),G,,-405,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2010,Balance imports/exports (millions of US dollars),G,,-466,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2015,Balance imports/exports (millions of US dollars),G,,-439,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2020,Balance imports/exports (millions of US dollars),G,,-541,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2021,Balance imports/exports (millions of US dollars),G,,-682,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
28,Antigua and Barbuda,2022,Balance imports/exports (millions of US dollars),G,,980,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,1995,Imports CIF (millions of US dollars),S,,"20,122",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2005,Imports CIF (millions of US dollars),S,,"28,689",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2010,Imports CIF (millions of US dollars),S,,"56,792",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2015,Imports CIF (millions of US dollars),S,,"60,203",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2020,Imports CIF (millions of US dollars),S,,"42,356",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2021,Imports CIF (millions of US dollars),S,,"63,184",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2022,Imports CIF (millions of US dollars),S,,"81,523",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,1995,Exports FOB (millions of US dollars),S,,"20,963",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2005,Exports FOB (millions of US dollars),S,,"40,106",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2010,Exports FOB (millions of US dollars),S,,"68,174",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2015,Exports FOB (millions of US dollars),S,,"56,784",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2020,Exports FOB (millions of US dollars),S,,"54,884",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2021,Exports FOB (millions of US dollars),S,,"77,934",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2022,Exports FOB (millions of US dollars),S,,"88,446",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,1995,Balance imports/exports (millions of US dollars),S,,841,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2005,Balance imports/exports (millions of US dollars),S,,"11,418",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2010,Balance imports/exports (millions of US dollars),S,,"11,382",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2015,Balance imports/exports (millions of US dollars),S,,"-3,419",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2020,Balance imports/exports (millions of US dollars),S,,"12,528",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2021,Balance imports/exports (millions of US dollars),S,,"14,751",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
32,Argentina,2022,Balance imports/exports (millions of US dollars),S,,"6,923",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,1995,Imports CIF (millions of US dollars),G,,674,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2005,Imports CIF (millions of US dollars),G,,"1,692",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2010,Imports CIF (millions of US dollars),G,,"3,782",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2015,Imports CIF (millions of US dollars),G,,"3,257",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2020,Imports CIF (millions of US dollars),G,,"4,451",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2021,Imports CIF (millions of US dollars),G,,"5,324",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2022,Imports CIF (millions of US dollars),G,,"8,633",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,1995,Exports FOB (millions of US dollars),G,,271,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2005,Exports FOB (millions of US dollars),G,,937,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2010,Exports FOB (millions of US dollars),G,,"1,011",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2015,Exports FOB (millions of US dollars),G,,"1,483",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2020,Exports FOB (millions of US dollars),G,,"2,332",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2021,Exports FOB (millions of US dollars),G,,"2,965",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2022,Exports FOB (millions of US dollars),G,,"5,307",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,1995,Balance imports/exports (millions of US dollars),G,,-403,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2005,Balance imports/exports (millions of US dollars),G,,-755,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2010,Balance imports/exports (millions of US dollars),G,,"-2,770",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2015,Balance imports/exports (millions of US dollars),G,,"-1,774",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2020,Balance imports/exports (millions of US dollars),G,,"-2,119",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2021,Balance imports/exports (millions of US dollars),G,,"-2,359",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
51,Armenia,2022,Balance imports/exports (millions of US dollars),G,,"-3,326",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,1995,Imports CIF (millions of US dollars),G,,566,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2005,Imports CIF (millions of US dollars),G,,"1,030",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2010,Imports CIF (millions of US dollars),G,,"1,071",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2015,Imports CIF (millions of US dollars),G,,"1,165",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2020,Imports CIF (millions of US dollars),G,,939,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2021,Imports CIF (millions of US dollars),G,,"1,170",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2022,Imports CIF (millions of US dollars),G,,"1,475",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,1995,Exports FOB (millions of US dollars),G,,15,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2005,Exports FOB (millions of US dollars),G,,106,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2010,Exports FOB (millions of US dollars),G,,125,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2015,Exports FOB (millions of US dollars),G,,80,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2020,Exports FOB (millions of US dollars),G,,66,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2021,Exports FOB (millions of US dollars),G,,88,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2022,Exports FOB (millions of US dollars),G,,105,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,1995,Balance imports/exports (millions of US dollars),G,,-551,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2005,Balance imports/exports (millions of US dollars),G,,-924,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2010,Balance imports/exports (millions of US dollars),G,,-947,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2015,Balance imports/exports (millions of US dollars),G,,"-1,085",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2020,Balance imports/exports (millions of US dollars),G,,-873,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2021,Balance imports/exports (millions of US dollars),G,,"-1,081",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
533,Aruba,2022,Balance imports/exports (millions of US dollars),G,,"-1,370",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,1995,Imports CIF (millions of US dollars),G,,"57,381",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2005,Imports CIF (millions of US dollars),G,,"125,221",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Imports CIF (millions of US dollars),G,,"201,703",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Imports CIF (millions of US dollars),G,,"200,114",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2020,Imports CIF (millions of US dollars),G,,"210,213",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2021,Imports CIF (millions of US dollars),G,,"261,586",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Imports CIF (millions of US dollars),G,,"309,300",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,1995,Exports FOB (millions of US dollars),G,,"52,628",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2005,Exports FOB (millions of US dollars),G,,"106,011",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Exports FOB (millions of US dollars),G,,"212,109",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Exports FOB (millions of US dollars),G,,"187,792",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2020,Exports FOB (millions of US dollars),G,,"247,159",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2021,Exports FOB (millions of US dollars),G,,"342,036",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Exports FOB (millions of US dollars),G,,"410,253",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,1995,Balance imports/exports (millions of US dollars),G,,"-4,752",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2005,Balance imports/exports (millions of US dollars),G,,"-19,210",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2010,Balance imports/exports (millions of US dollars),G,,"10,405",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2015,Balance imports/exports (millions of US dollars),G,,"-12,322",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2020,Balance imports/exports (millions of US dollars),G,,"36,947",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2021,Balance imports/exports (millions of US dollars),G,,"80,450",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
36,Australia,2022,Balance imports/exports (millions of US dollars),G,,"100,953",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,1995,Imports CIF (millions of US dollars),S,,"66,331",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2005,Imports CIF (millions of US dollars),S,,"119,950",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Imports CIF (millions of US dollars),S,,"150,593",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Imports CIF (millions of US dollars),S,,"147,928",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2020,Imports CIF (millions of US dollars),S,,"164,636",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2021,Imports CIF (millions of US dollars),S,,"210,913",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2022,Imports CIF (millions of US dollars),S,,"231,947",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,1995,Exports FOB (millions of US dollars),S,,"53,460",Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2005,Exports FOB (millions of US dollars),S,,"117,722",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2010,Exports FOB (millions of US dollars),S,,"144,882",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2015,Exports FOB (millions of US dollars),S,,"145,276",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
40,Austria,2020,Exports FOB (millions of US dollars),S,,"162,145",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
